,REF_INTERNAL,REF_TENDER,LOT_NUMBER,SUBLOT_NUMBER,PRODUCT,LOT_DESCRIPTION,LOT_DESCRIPTION_ORIGINAL,PRODUCT_REF_REQUESTED/SUPPLIER,TOTAL_QTY,YEARLY_QTY,UOM,TENDER_LOT_PRICE,TENDER_UNIT_PRICE,TENDER_CURRENCY,LOT_PRICE,WINNING_UNIT_PRICE,WINNING_PRICE_USD,WINNER,DQ_REASON
116,0022,78329-2019,14,3.0,drape-surgical-fenestrated,"Covered 50 X 60 cm with hole ""Covered disposable  sterile. Made of at least 2 layers of material: upper - strong non-woven material  good absorption of liquids and low electrical strength  lower - elastic polyethylene  impervious to fluids and resistant to puncture. Good adhesion and no adhesive marks on the skin. Latex is not present. Surface is slippery  well visible needles  threads and other small tools. Dimensions: 50 x 60 cm (± 1 cm)  hole Ø 6 x 8 cm
The blanket must have 3 levels of packaging: packed in sterile packaging with a sterility control system  i.e. must be sticker with packaging sterility and production data. Must comply with ISO 10993  EN 13795  EN 980  EN 1041 (provide copies of documents).","apklotas 50 X 60 cm su anga        ""Apklotas vienkartinio naudojimo  sterilus. Pagamintas iš ne mažiau kaip 2 sluoksnių medžiagos: viršutinis - tvirta neaustinė medžiaga  gerai sugeria skysčius ir mažai elektrinasi  apatinis - elastingas polietilenas  nepralaidus skysčiams ir atsparus dūriams. Lipnios dalys gerai prilimpa ir nepalieka klijų žymių ant odos. Sudėtyje nėra latekso. Paviršius neslidus  gerai matosi padėtos adatos  siūlai ir kitos smulkios med. priemonės. Išmatavimai: 50 x 60 cm (± 1 cm)   anga  Ø 6 x 8 cm",,300.0,150,,,,,,,,,
117,0022,78329-2019,14,1.0,drape-surgical-adhesive,Blanket  75 X 90 cm  Adhesive Edge Covered disposable  sterile. Made of at least 3 layers of material: the upper is a strong non-woven material  absorbs liquids well and is low in electricity  middle - elastic polyethylene  liquid-proof and resistant to puncture  lower - soft non-woven material. The sticky part sticks well and does not leave glue marks on the skin. Contains no latex. The surface is not slippery  well positioned needles  threads and other fine med. measures. Dimensions 75 x 90 (± 1) cm. The product must be packed in 3 levels. Packed in a sterile package with a sterility control system  i.e. must be sticker with packaging sterility and production data. Must comply with ISO 10993  EN 13795  EN 980  EN 1041 (provide copies of documents),apklotas  75 X 90 cm  lipniu kraštu        Apklotas vienkartinio naudojimo  sterilus. Pagamintas iš ne mažiau kaip 3 sluoksnių medžiagos: viršutinis - tvirta neaustinė medžiaga  gerai sugeria skysčius ir mažai elektrinasi  vidurinis - elastingas polietilenas  nepralaidus skysčiams ir atsparus dūriams  apatinis  -  švelni neaustinė medžiaga.  Lipni dalis gerai prilimpa ir nepalieka klijų žymių ant odos. Sudėtyje nėra latekso. Paviršius neslidus  gerai matosi padėtos adatos  siūlai ir kitos smulkios med. priemonės. Išmatavimai 75 x 90 (±1) cm. Produktas turi turėti 3 lygių pakuotę. Įpakuotas steriliame įpakavime su sterilumo kontrolės sistema  t.y. privalo būti lipdukas su pakuotės sterilumo ir gamybos duomenimis.  Turi atitikti ISO 10993  EN 13795  EN 980  EN 1041 (pateikti dokumentų kopijas). ,,300.0,150,,,,,,,,,
118,0022,78329-2019,14,2.0,drape-surgical-adhesive,"Covered 180 X 180 cm with adhesive edge ""Coated disposable  sterile. Made from at least 3 layers of material: upper - strong non-woven material  good absorption of liquids and low electrical  medium - elastic polyethylene  impervious to liquids and resistant to puncture  lower - Soft non-woven material Adhesive parts stick well and do not leave any glue marks on the skin  do not contain latex  the surface is not slippery  well visible needles  threads and other small tools Measurements: 180 x 180 cm (± 5 cm).","apklotas 180 X 180 cm  lipniu kraštu         ""Apklotas vienkartinio naudojimo  sterilus. Pagamintas iš ne mažiau kaip 3 sluoksnių medžiagos: viršutinis - tvirta neaustinė medžiaga  gerai sugeria skysčius ir mažai elektrinasi  vidurinis - elastingas polietilenas  nepralaidus skysčiams ir atsparus dūriams  apatinis  -  švelni neaustinė medžiaga.  Lipnios dalys gerai prilimpa ir nepalieka klijų žymių ant odos. Sudėtyje nėra latekso. Paviršius neslidus  gerai matosi padėtos adatos  siūlai ir kitos smulkios med. priemonės. Išmatavimai: 180 x 180 cm (± 5 cm).
Apklotas turi turėti 3 lygių pakuotę: įpakuotas steriliame įpakavime su sterilumo kontrolės sistema  t.y. privalo būti lipdukas su pakuotės sterilumo ir gamybos duomenimis.  Turi atitikti ISO 10993  EN 13795  EN 980  EN 1041 (pateikti dokumentų kopijas). ""
",,300.0,150,,,,,,,,,
119,0022,78329-2019,14,4.0,drape-equipment-table cover,"cover for instrument table 100 X 150 cm ""Covered disposable  sterile. Made of at least 2 layers of material: upper - strong non-woven material - good absorption of liquids and low electrical strength  lower - elastic polyethylene  liquid-proof and resistant to puncture. Non-slip surface  well visible needles  threads and other fine media Measurements: 100 x 150 cm (± 2 cm)
The blanket must have 3 levels of packaging: packed in sterile sterile packaging with a sterility control system  i.e. must be sticker with packaging sterility and production data. Must comply with ISO 10993  EN 13795  EN 980  EN 1041 (provide copies of documents)","apklotas instrumentiniam staliukui 100 X 150 cm        ""Apklotas vienkartinio naudojimo  sterilus. Pagamintas iš ne mažiau kaip 2 sluoksnių medžiagos: viršutinis - tvirta neaustinė medžiaga - gerai sugeria skysčius ir mažai elektrinasi  apatinis - elastingas polietilenas  nepralaidus skysčiams ir atsparus dūriams. Sudėtyje nėra latekso. Paviršius neslidus  gerai matosi padėtos adatos  siūlai ir kitos smulkios med. priemonės. Išmatavimai: 100 x 150 cm (± 2 cm)
Apklotas turi turėti 3 lygių pakuotę: įpakuotas steriliame steriliame įpakavime su sterilumo kontrolės sistema  t.y. privalo būti lipdukas su pakuotės sterilumo ir gamybos duomenimis.  Turi atitikti ISO 10993  EN 13795  EN 980  EN 1041 (pateikti dokumentų kopijas). """,,300.0,150,,,,,,,,,
120,0022,78329-2019,14,5.0,accessories-tube holder,tape  sticky 9x49 cm Disposable  sterile. Possible measurement errors +/- 1 cm.,juosta  lipni 9x49 cm        Vienkartinio naudojimo  sterili.  Galimos išmatavimų paklaidos +/- 1 cm.,,200.0,100,,,,,,,,,
121,0023,80675-2019,23,,respiratory-respiratory kit,Compact respiratory system kit. Clinically clean. The product should not contain latex  fixed in the desired position. The set should consist of: 2 plugs connected by a Y-shaped connector  an elbow joint with a Luer Lock type (or equivalent) opening  an additional 1.4-1.6 m branch with conical connectors 22F-22F  a 2.0-2.1 l breathing bag with Connector 22M  protective cover on patient side  additional connector for 22M-22M spare bag connection. System length variable - 3.0 m ± 5 cm (stretched)  compressed to 70 cm. System diameter - 21-23 mm. The Luer lock (or equivalent) opening must be fitted with a fixed cap (so that it does not disappear when the lid is opened). All connectors should be conical: on the instrument side 22F  patient 22M / 15F. The product packaging must be extended by hand without the use of extraneous objects. Packed 1 pack.,Kompaktinės kvėpavimo sistemos rinkinys. Kliniškai švari. Gaminio sudėtyje neturi būti latekso  fiksuojama norimoje padėtyje. Rinkinį turi sudaryti: 2 vamzdzdeliai  sujungti Y formos sujungikliu  alkūninė jungtis su „Luer Lock“ tipo (arba lygiaverte) anga  papildoma 1 4-1.6 m atšaka su kūginėmis jungtimis 22F-22F  2.0-2 1 l kvėpavimo maišas su jungtimi 22M  apsauginis dangtelis paciento pusėje  papildoma jungtelė rezervinio maišo pajungimui 22M-22M. Sistemos ilgis kintamas - 3.0 m ±5 cm (ištempus)  iki 70 cm suspaudus. Sistemos diametras – 21-23 mm. „Luer lock“ tipo (arba lygiavertė) anga turi būti su fiksuotu dangteliu (kad atidengus dangtelį jis nepasimestų). Visos jungtys turi būti kūginės: aparato pusėje 22F  paciento 22M/15F. Gaminio pakuotė turi būti praplėšiama rankomis  nenaudojant pašalinių daiktų. Supakuotos po 1 rink.,,4000.0,1333,,"21,000.00",5.25,EUR,,,0.0,,
122,0023,80675-2019,25,1.0,respiratory-nasal cannula-small,"Designed for invasive irrigation and oxygen delivery with positive pressure; With special film that reduces condensation; Soft  flexible; The length of the cannula tube is 30-32 cm; Fully adjustable head strap  fixed above the patient's ears; The patient's neck is fitted with an adjustable strap with a clip that fixes the cannula tube so that it is not stretched and the patient can move his head freely without removing the cannula from the nose; Lightweight  flexible  corrugated tube; Connector tube and contour outer diameter - 22mm  inner diameter 20mm; No latex; Rotating around your axis; Flow range 10-50 L / min; Resistance to flow @ 40 L / min (combined with respiratory contours) - 1.14 kPa (11.6 cm H2O); Technically compatible with Fisher & Paykel's high flow humidifier MR850 and Airvo 2 as well as connectable circuit;
Used for ≥ 7 days.","Skirtos invaziniam drėkinimui ir deguonies tiekimui su teigiamu slėgiu; Su specialia plėvele  kuri mažina kondensatą; Minkštos  lanksčios; Kaniulių vamzdelio ilgis 30-32 cm; Pilnai reguliuojamas galvos dirželis  fiksuojamas virš paciento ausų; Ant paciento kaklo kabinamas reguliuojamo ilgio dirželis su klipsu  kuris fiksuoja kaniulių vamzdelį  kad nebūtų tempimo ir pacientas galėtų laisvai judinti galvą  neištraukiant kaniulių iš nosies; Lengvas  lankstus  gofruotas vamzdelis; Konektoriaus  jungiančio vamzdelį ir kontūrą  išorinis diametras -  22mm  vidinis diametras 20mm; Be latekso; Besisukantis aplink savo ašį; Tėkmės diapazonas 10-50 L/min; Pasipriešinimas tėkmei @ 40 L/min (kartu skaičiuojant su kvėpavimo kontūrų) – 1 14 kPa (11 6 cm H2O); Techniškai suderintas su Fisher&Paykel aukštos tėkmės drėkintuvu „MR850“ ir „ Airvo 2“ bei prijungiamu kontūru;
Naudojamos ≥7 dienos.",,20.0,7,,"65,400.00",,EUR,,,0.0,,
123,0023,80675-2019,25,2.0,respiratory-nasal cannula-medium,Medium size nasal cannulae; Designed for invasive irrigation and oxygen delivery with positive pressure. With a special film that reduces condensation  soft  flexible. The length of the cannula tube is 31-32cm. Fully adjustable head strap  fixed above the patient's ears. The patient's neck neck is fitted with an adjustable strap with a clip that fixes the cannula tube to prevent stretching and allows the patient to move his head freely without removing the cannula from the nose. Lightweight  flexible  corrugated tube. The diameter of the connector connecting the tube and the contour should be 21-22mm  without latex  rotating around its axis. Flow range 5-45 l / min. Technically compatible with Fisher & Paykel MR850 Humidifier Available for less than 7 days.,Nosies kaniulės vidutinio dydžio; Skirtos invaziniam drėkinimui ir deguonies tiekimui su teigiamu slėgiu. Su specialia plėvele  kuri mažina kondesatą  minkštos  lanksčios. Kaniulių vamzdelio ilgis 31-32cm. Pilnai reguliuojamas galvos dirželis  fiksuojamas virš paciento ausų. Ant paciento kaklo kaklo kabinamas reguliuojamo ilgio dirželis su klipsu  kuris fiksuoja kaniulių vamzdelį  kad nebūtų tempimo ir pacientas galėtų laisvai judinti galvą  neištraukiant kaniulių iš nosies. Lengvas  lankstus  gofruotas vamzdelis. Konektoriaus  jungiančio vamzdelį ir kontūrą  diametras turi būti 21-22mm  be latekso  besisukantis aplink savo ašį. Tėkmės diapazonas 5-45 l/min. Techniškai turi būti suderinamas su „Fisher&Paykel“ drėkintuvu „MR850“ Galima naudoti na mažiau 7 dienų.,,400.0,133,,"65,400.00",,EUR,,,0.0,,
124,0023,80675-2019,25,3.0,respiratory-nasal cannula-large,Nasal cannulas are large; Designed for invasive irrigation and oxygen delivery with positive pressure. With a special film that reduces condensation  soft  flexible. The length of the cannula tube is 22-25cm. Fully adjustable head strap  fixed above the patient's ears. The patient's neck neck is fitted with an adjustable strap with a clip that fixes the cannula tube to prevent stretching and allows the patient to move his head freely without removing the cannula from the nose. Lightweight  flexible  corrugated tube. The diameter of the connector connecting the tube and the contour should be 21-22mm  without latex  rotating around its axis. Flow range 5-45 l / min. After connecting the contour at a flow rate of 40 l / min  the resistance to flow is 0.49 kPa (5cm H2O). Technically compatible with Fisher & Paykel MR850 Humidifier Available for less than 7 days.,Nosies kaniulės dideles; Skirtos invaziniam drėkinimui ir deguonies tiekimui su teigiamu slėgiu. Su specialia plėvele  kuri mažina kondesatą  minkštos  lanksčios. Kaniulių vamzdelio ilgis 22-25cm. Pilnai reguliuojamas galvos dirželis  fiksuojamas virš paciento ausų. Ant paciento kaklo kaklo kabinamas reguliuojamo ilgio dirželis su klipsu  kuris fiksuoja kaniulių vamzdelį  kad nebūtų tempimo ir pacientas galėtų laisvai judinti galvą  neištraukiant kaniulių iš nosies. Lengvas  lankstus  gofruotas vamzdelis. Konektoriaus  jungiančio vamzdelį ir kontūrą  diametras turi būti 21-22mm  be latekso  besisukantis aplink savo ašį. Tėkmės diapazonas 5-45 l/min. Prijungus kontūrą  esant 40 l/min tėkmėi  pasipriešinimas tėkmėi – 0 49kPa (5cm H2O). Techniškai turi būti suderinamas su „Fisher&Paykel“ drėkintuvu „MR850“ Galima naudoti na mažiau 7 dienų.,,400.0,133,,"65,400.00",,EUR,,,0.0,,
125,0023,80675-2019,25,4.0,respiratory-ventilation tube,"Tube for high flow ventilation through tracheostomy
Designed for invasive irrigation and oxygen delivery with positive pressure; With special film that reduces condensation; Soft  flexible;
Tube length with connector 38-40 cm; The patient has a strap attached to the neck that holds the tube to prevent tension and the patient is free to move the head without removing the tube from the tracheostomy; Supplied clip for additional tube attachment; Lightweight  flexible  corrugated tube;
Connector tube and contour outer diameter - 22mm  inner diameter 20mm; No latex; Rotating around your axis; Flow range 10-60 L / min; Resistance to flow @ 40 L / min (combined with respiratory contour) - 0.49 kPa (5 cm H2O); Technically compatible with Fisher & Paykel's Airvo 2 and MR850 high-flow humidifiers and a plug-in circuit;
Used for ≥ 7 days.","Vamzdelis aukštos tėkmės ventiliacijai per tracheostomą
Skirtas invaziniam drėkinimui ir deguonies tiekimui su teigiamu slėgiu; Su specialia plėvele  kuri mažina kondensatą; Minkštas  lankstus;
Vamzdelio ilgis su konektoriumi 38-40 cm; Ant paciento kaklo kabinamas dirželis  kuris prilaiko vamzdelį  kad nebūtų tempimo ir pacientas galėtų laisvai judinti galvą  neištraukiant vamzdelio iš tracheostomos; Komplektuojamas klipsas  papildomam vamzdelio tvirtinimu; Lengvas  lankstus  gofruotas vamzdelis;
Konektoriaus  jungiančio vamzdelį ir kontūrą  išorinis diametras -  22mm  vidinis diametras 20mm; Be latekso; Besisukantis aplink savo ašį; Tėkmės diapazonas 10-60 L/min; Pasipriešinimas tėkmei @ 40 L/min (kartu skaičiuojant su kvėpavimo kontūru) – 0 49 kPa (5 cm H2O); Techniškai suderintas su Fisher&Paykel aukštos tėkmės drėkintuvu „Airvo 2“  ir „MR850“ bei prijungiamu kontūru;
Naudojamos ≥7 dienos.",,100.0,33,,"65,400.00",,EUR,,,0.0,,
126,0023,80675-2019,25,5.0,respiratory-ventilation circuit,Circuit with dual heating system; Contour of one branch with double heating system - two spiral heating wire in the circuit. Contour matching 1.30-1.31ml / cm H2O. Compressive volume 1ltr. At 45ltr / min. flow  breathing inspired 1 90-1 95cm H2O. Length of the outline is 145-150cm. The length of the irrigation connection is 48-50cm. Water reservoir with automatic water extraction  with double float protection mechanism for constant humidity and automatic filling with automatic shut-off valve. The amount of water added to the mark. Built-in water intake hose with spike needle (hose length 50-60cm). With 2 sockets for 22mm diameter contour connection. Technically t.b. compatible with Fisher & Paykel MR850 algorithms. The kit can be used for one patient for at least 7 days.,Kontūras su dvigubo kaitinimo sistema; Kontūras vienos atšakos su dvigubo kaitinimo sistema – du spiraliniai kaitinimo laidai kontūre. Kontūro atitikimas 1 30-1 31ml/cm H2O. Suspaudžiamas tūris 1ltr. Esant 45ltr/min. tėkmėi  pasiprešinimas įkvėpime 1 90-1 95cm H2O. Kontūro ilgis 145-150cm. Drėkinimo jungties ilgis 48-50cm. Vandens rezervuaras su automatiniu vandens paėmimu  su dvigubu plūdiniu apsauginiu mechanizmu  palaikantis nuolatinę drėgmę ir automatiškai prisipildantis su automatiškai užsidarančiu vožtuvu. Su atžymą įpilamo vandens kiekiui. Įmontuota vandens paėmimo žarnelė su palstikine adata ( žarnelės ilgis 50-60cm). Su 2-iem atvadais 22mm diametro kontūro prijungimui. Techniškai t.b. suderinamas su „Fisher&Paykel“ drėkintuvo „MR850“ algoritmais. Rinkinis gali būti naudojamas vienam pacientui ne mažiau 7 dienų.,,800.0,267,,"65,400.00",,EUR,,,0.0,,
127,0023,80675-2019,25,6.0,respiratory-ventilation circuit,Contour with dual heating system and irrigation vessel; Circuit one branch with double heating system and irrigation vessel; There must be two spiral heating wires in the circuit; Contour length 180cm; Circuit connector connecting the circuit with the apparatus  the drop shape with the heating wires and the folding locking mechanism; Fixing mechanism with external longitudinal grooves; With a clip that locks the contour in the desired position; Two-piece connectors at 90º  interconnected and connected to the irrigation vessel and apparatus; Hose length 50cm; Irrigation vessel with automatic water extraction  with double float protection,Kontūras su dvigubo kaitinimo Sistema ir drėkinimo indu; Kontūras vienos atšakos su dvigubo kaitinimo sistema ir drėkinimo indu; Kontūre privalo būti du spiraliniai kaitinimo laidai; Kontūro ilgis 180cm; Kontūro jungtis  jungianti kontūrą su aparatu  lašo formos su kaitinimo laidais ir besislankiojančiu fiksavimo mechanizmu; Fiksavimo mechanizmas su išoriniais išilginiais grioveliais; Su klipsu  fiksuojančiu konūrą norimoje padėtyje; Dviejų dalių jungtys 90º kampu  sujungtos tarpusavyje bei jungiančios drėkinimo indą ir aparatą;  Drėkinimo indo jungties ilgis 50cm; Drėkinimo indas su automatiniu vandens paėmimu  su dvigubu plūdiniu apsaugin,,400.0,133,,"65,400.00",,EUR,,,0.0,,
128,0023,80675-2019,59,,bag-morcellation,Protective Morcelation Bag; Designed for safe morbidity during gynecological operations. Transparent  tear resistant and cut. With two passages: one for laparoscope and the other for morceler. The kit includes a mixer. Volume 2000 cm³ ± 100 cm³. Disposable. Sterile packed one by one.,Apsauginis morceliavimo maišas;Skirtas saugiam morceliavimui ginekologinių operacijų metu. Permatomas  atsparus įplėšimams ir įpjovimui. Su dviem praėjimais: vienas - laparoskopui  kitas - morceliatoriui. Komplekte maišo pravedėjąs. Tūris 2000 cm³±100 cm³. Vienkartinio naudojimo. Steriliai įpakuotas po vieną .,,150.0,50,,"15,750.00",105.0,EUR,,,0.0,,
129,0023,80675-2019,62,,bag-laparoscopy,Laparoscopic tissue removal system; Bag volume 350 ml. ± 10 ml. Inlet opening diameter - 100 mm. The length of the bag is 170 mm ± 10 mm. Suitable for use with 10 mm. trocar. Sterile. CE marking,Laparoskopinė audinių šalinimo sistema; Maišo tūris 350 ml. ±10 ml. Įeigos išsiskleidimo diametras  - 100 mm. Maišo ilgis – 170 mm±10 mm. Tinkamas naudoti su 10 mm. troakaru. Sterilus. CE ženklinimas,,500.0,167,,"12,000.00",24.0,EUR,,,0.0,,
130,0023,80675-2019,63,,bag-laparoscopy,Tissue removal system for laparoscopic operations; In the system 2 plastic fabric retractors. The stacker is designed for retractors and 2 holders. Disposable. Packaging sterile. CE marking.,Audinių atitraukimo sistema  skirta laparoskopinėms operacijoms; Sistemoje 2 plastikiniai audinių atitraukėjai. Pravedėjas skirtas atitraukėjams pravesti ir 2 laikikliai. Vienkartinio naudojimo. Įpakavimas sterilus. CE ženklinimas.,,300.0,100,,"8,400.00",28.0,EUR,,,0.0,,
131,0023,80675-2019,73,,respiratory-nasal cannula,Disposable cannula nose Disposable cannula nose to Apnea Link Air. Length not less than 40cm  diameter not less than 3mm. Nose: Transparent  curved  soft  at least 10 mm long. No latex.,"Vienkartinė kaniulė nosies Vienkartinė kaniulė nosies prie aparato ""Apnea Link Air"". Ilgis ne mažiau 40cm  diametras ne mažiau 3mm. Atšakėlės į nosį: skaidrios  lenktos  minkštos  ilgis ne mažiau 10 mm. Neturi būti latekso.",,150.0,50,,"1,200.00",8.0,EUR,,,0.0,,
132,0023,80675-2019,78,1.0,respiratory-CPAP circuit-generator,CPAP generator for single use; For newborns - necessary. Ingredients - Elastolan; Weight 8 g; Flow and pressure connections - necessary. Working principle: Benveniste type; CPAP limits: 0 to> 10 cm H2O. Noise level at 5 cm H2O  no more than 62 pcs. Flow at 5 cm H2O - 7.0 l / min. The nose angle is changed to 45 ° or 65 ° C. Medicinal inhalation opening - 6 mm. Sterile.,CPAP generatorius vienkartinio naudojimo; Skirtas naujagimiams - būtina. Sudėtis - Elastolanas; Svoris 8 g; Srauto ir slėgio jungtys – būtina. Veikimo principas: Benveniste tipo; CPAP ribos: 0 iki >10 cm H2O. Triukšmo lygis  esant 5 cm H2O  ne daugiau 62db. Srautas  esant 5 cm H2O - 7 0 l/min. Pajungimo prie nosies kampas – keičiamas 45° arba 65. Rezervuaro tūris - 4 ml. Vaistų inhaliavimo anga – 6 mm. Sterilus.,,100.0,33,,"10,710.00",17.85,EUR,,,0.0,,
133,0023,80675-2019,78,2.0,respiratory-CPAP circuit-nasal cannula,CPAP system for nasal cannulas (newborns); Disposable. Composition 100% silicone. Weight 0.8-1.6 g; Distance between nostrils 3-5.5 mm. Sterile - necessary. Required 7 sizes: Size micro; size S; size M; size L; size XL; size M broad; size L broad.,CPAP sistemai nosies kaniulės (naujagimiams); Vienkartinio naudojimo. Sudėtis 100% silikonas. Svoris 0 8-1 6 g; Atstumas tarp šnervių 3-5 5 mm. Sterili – būtina. Būtina 7 dydžiai: Dydis micro; dydis S; dydis M; dydis L; dydis XL; dydis M plati; dydis L plati.,,100.0,33,,"10,710.00",17.85,EUR,,,0.0,,
134,0023,80675-2019,78,3.0,respiratory-CPAP circuit-mask,CPAP system for nasal masks (newborns); Disposable. Composition 100% silicone. Weight 1.5-4 g. Width 18.5-26 mm. Binary diaphragm is necessary. Sterile - necessary. 4 sizes are required: S; M; L; XL.,CPAP sistemai nosies kaukės (naujagimiams); Vienkartinio naudojimo. Sudėtis 100% silikonas. Svoris 1 5-4 g. Plotis 18 5-26 mm. Binasalinė diafragma – būtina. Sterili - būtina. Būtina 4 dydžiai: S; M; L; XL.,,100.0,33,,"10,710.00",17.85,EUR,,,0.0,,
135,0023,80675-2019,78,4.0,respiratory-CPAP circuit-hat,Hats for CPAP generator mounting (single use); Suitable for use with the Medin CPAP generator - necessary. Composition 95% Polyamide  5% Elastane. 7 sizes are required: Size XS (head size 19-21 cm); Size S (head size 21-23 cm); Size M (head size 23-25.5 cm); Size L (head size 25.5-28 cm); Size XL (head size 28-30 cm); Size XXL (head size 30-33 cm); Size XXXL (head size 33-36 cm).,Kepurės CPAP generatoriaus tvirtinimui (vienkartinio naudojimo); Tinka naudoti su Medin CPAP generatoriumi – būtina. Sudėtis 95% Poliamidas  5% Elastanas. Būtina 7 dydžiai: Dydis XS (galvos apimtis 19-21 cm); Dydis S (galvos apimtis 21-23 cm); Dydis M (galvos apimtis 23-25 5 cm); Dydis L (galvos apimtis 25 5-28 cm); Dydis XL (galvos apimtis 28-30 cm); Dydis XXL (galvos apimtis 30-33 cm); Dydis XXXL (galvos apimtis 33-36 cm).,,100.0,33,,"10,710.00",17.85,EUR,,,0.0,,
136,0023,80675-2019,78,5.0,respiratory-CPAP circuit-tubing,Breathing contours for CPAP system; Single use with spiral heating wire  sterile  for Fisher & Paykel MR730 humidifier. Connectors F22 / F22 and F22 / M7.4. Additional connections M15 / M15.,Kvėpavimo kontūrai CPAP sistemai; Vienkartinio naudojimo su spiraliniu kaitinimo laidu  sterilus  pritaikytas Fisher&Paykel MR730 drėkintuvui. Jungtys F22/F22 ir F22/M7 4. Papildomos jungtys M15/M15.,,100.0,33,,"10,710.00",17.85,EUR,,,0.0,,
137,0023,80675-2019,78,6.0,respiratory-CPAP circuit-filter,Automatically filling oxygen irrigation vessel; Disposable. Inlet and outlet - 22 mm. Filling level from 53 to 130 ml. Total internal capacity - 250 ml. Tube length - 120 cm. Operating temperature: 34 ° C - 42 ° C.,Automatiškai prisipildantis deguonies drėkinimo indas; Vienkartinio naudojimo. Įėjimas ir išėjimas – 22 mm. Prisipildymo lygis nuo 53 – 130 ml. Bendra vidinė talpa – 250 ml. Vamzdelių ilgis – 120 cm. Darbinė temperatūra: 34°C - 42°C.,,100.0,33,,"10,710.00",17.85,EUR,,,0.0,,
138,0023,80675-2019,79,,respiratory-CPAP circuit-set,CPAP breathing circuit; Clinically clean. One-time. Has CE marking. The product does not contain latex  1.70m breathing system consists of: corrugated 15mm tube - length 1.20m; 5mm ID / 8mm OD Tube - 0.5m; moisture collector with self-closing cap - 1pc; additional 0.4m branch (22F and elastic 9-11mm) - 1pc. Connections: on the machine side 22F; patient side 5mm ID / 8mm OD. Can be equipped with an automatic filling tank (product code 2310000).,CPAP kvėpavimo kontūras; Kliniškai švari. Vienkartinė. Turi CE ženklinimą. Gaminio sudėtyje nėra latekso  1.70m kvėpavimo sistemą sudaro: gofruotas15mm diametro vamzdelis – ilgis 1.20 m; 5mm ID /8mm OD vamzdelis – 0.5m; drėgmės rinktuvas su savaime užsidarančiu dangteliu - 1vnt.; papildoma 0.4m atšaka (22F ir elastinė 9-11mm) – 1vnt. Jungtys: aparato pusėje 22F; paciento pusėje 5mm ID /8mm OD. Gali būti komplektuojama su automatiškai prisipildančiu deguonies drėkinimo indu (gam. kodas 2310000).,,500.0,167,,"7,100.00",14.2,EUR,,,0.0,,
139,0024,80591-2019,1,3.0,respiratory-NCPAP circuit,Single use nasal flow generator. Sizes: Single use universal nasal flow generator suitable for all sizes or Single use infant flow LP generator kit and a heated single-limb breathing circuit,,,2000.0,1000,,,,,,,,,
140,0024,80591-2019,1,3.0,respiratory-NCPAP circuit-nasal prong,Single use nasal mask  all sizes,,,4000.0,2000,,,,,,,,,
141,0024,80591-2019,1,3.0,respiratory-NCPAP circuit-mask,Single use nasal prong,,,1000.0,500,,,,,,,,,
142,0024,80591-2019,1,3.0,respiratory-NCPAP circuit-hat,Single use bonnets for fixation,,,3000.0,1500,,,,,,,,,
143,0025,Σ.Υ 60/18,44,,respiratory-CPAP-mask,"Stomach disposable masks
    • With inhalation-exhalation valve
    • Have a 360 Degree swivel
    • The mask is latex free
    • The cover / headgear has clips for easy removal of the mask
    • The mask points that come into contact with the patient's face are made of soft gel or double silicone for better application and not to cause wounds on the patient's face by prolonged use.
    • Match any C-PAP or B-PAP machine.
    • Available in sizes:
    • Small
    • Medium
    • Great","Στοματορινικές μάσκες μιας χρήσης 
    • Με βαλβίδα εισπνοής-εκπνοής
    • Να έχει 360 Degree swivel
    • Η μάσκα να είναι latex free
    • Το κάλυμμα/headgear να έχει clips για εύκολη αφαίρεση της μάσκας
    • Τα σημεία της μάσκας που έρχονται σε επαφή με το πρόσωπο του ασθενή να είναι φτιαγμένα από soft gel ή διπλή σιλικόνη για καλύτερη εφαρμογή και για να μην δημιουργεί πληγές στο πρόσωπο του ασθενή από παρατεταμένη χρήση.
    • Να ταιριάζει με οποιαδήποτε C-PAP ή B-PAP μηχανή.
    • Να διατίθενται στα μεγέθη:  
    • Μικρή 
    • Μεσαία
    • Μεγάλη",,2100.0,1050,,,24.0,EUR,,,0.0,,
144,0025,Σ.Υ 60/18,45,,respiratory-CPAP-O2 connector,"Connector with socket for synchronous oxygen delivery preferably at the beginning of the Resmed Side Port Oxygen Connector.
Code: 14915 or equivalent",Συνδετικό με υποδοχή για σύγχρονη χορήγηση οξυγόνου κατά προτίμηση στην αρχή του κυκλώματος παροχής τύπου Resmed Side Port Oxygen Connector. Κωδικός: 14915 ή ισοδύναμο,https://accessgudid.nlm.nih.gov/devices/00619498149155,40.0,20,,,2.0,EUR,,,0.0,,
145,0025,Σ.Υ 60/18,46,,respiratory-tubing,Air tubing clear 2m for non-invasive mechanical ventilation devices of 22mm diameter,"Air tubing clear 2m για συσκευές μη επεμβατικού μηχανικού αερισμού διαμέτρου 22mm 
",,1500.0,750,,,5.5,EUR,,,0.0,,
